source,url_hash,url,title,published,first_seen_utc
himalayantimes,4f6485af1bf0a87a,https://thehimalayantimes.com/business/standard-chartered-reaffirms-commitment-to-nepals-growth-during-south-asia-ceo-visit,Standard Chartered reaffirms commitment to Nepal's growth during South Asia CEO visit,,2026-08-09T06:55:13+00:00
himalayantimes,573f9267aea7d6a0,https://thehimalayantimes.com/business/gold-jumps-rs-4200-per-tola,"Gold jumps Rs 4,200 per tola",,2026-08-12T10:44:00+00:00
himalayantimes,58697dae0bfd0b56,https://thehimalayantimes.com/business/inside-global-ime-banks-approach-to-csr-and-the-sustainable-development-goals,Inside Global IME Bank's approach to CSR and the Sustainable Development Goals,,2026-08-10T10:24:28+00:00
himalayantimes,593d2ab765a4fae8,https://thehimalayantimes.com/business/ncell-launches-monsoon-offer-with-up-to-20-cashback,Ncell launches monsoon offer with Up to 20% cashback,,2026-08-09T06:55:13+00:00
himalayantimes,5bc5a688f3e8c30c,https://thehimalayantimes.com/business/nepal-delegation-attends-soy-connext-2026-in-chicago,Nepal delegation attends Soy Connext 2026 in Chicago,,2026-08-12T10:44:00+00:00
himalayantimes,60125834674bbbb8,https://thehimalayantimes.com/kathmandu/55-young-leaders-selected-for-2026-usyc-nepal-cohort,55 young leaders selected for 2026 USYC Nepal cohort,,2026-08-09T06:55:13+00:00
himalayantimes,627fa2d610d83ff5,https://thehimalayantimes.com/nepal/bodies-spotted-at-5000m-on-yalung-ri-weather-halts-recovery,"Bodies spotted at 5,000m on Yalung Ri, weather halts recovery",,2026-08-09T06:55:13+00:00
himalayantimes,66ab8506f11fef1b,https://thehimalayantimes.com/business/gwm-launches-haval-jolion-max-ev-at-rs-5999-million,GWM launches HAVAL JOLION MAX EV at Rs 59.99 million,,2026-08-12T14:35:54+00:00
himalayantimes,6817d8ac639011d3,https://thehimalayantimes.com/business/company-registration-fdi-approvals-now-digitised-under-new-system,"Company registration, FDI approvals now digitised under new system",,2026-08-10T10:24:28+00:00
himalayantimes,6e1ec12b7b3675d1,https://thehimalayantimes.com/nepal/new-ethnic-museum-opens-at-hetaudas-shahid-smarak-on-indigenous-day,New ethnic museum opens at Hetauda's Shahid Smarak on Indigenous Day,,2026-08-09T06:55:13+00:00
himalayantimes,6fc0b6dd8c01cb77,https://thehimalayantimes.com/business/dharan-approves-rs-276-billion-budget-targets-rs14b-revenue,"Dharan approves Rs 2.76 billion budget, targets Rs1.4b revenue",,2026-08-14T10:40:26+00:00
himalayantimes,6ff141dfbcd126db,https://thehimalayantimes.com/business/litmus-hosts-annual-dealers-meet-honours-top-performers,"Litmus hosts Annual Dealers' Meet, honours top performers",,2026-08-11T10:35:02+00:00
himalayantimes,709442a924462b09,https://thehimalayantimes.com/business/over-20-carpet-factories-struggle-to-maintain-production-amid-worker-exodus,Over 20 carpet factories struggle to maintain production amid worker exodus,,2026-08-10T10:24:28+00:00
himalayantimes,7216e214bbf49b84,https://thehimalayantimes.com/business/tea-exports-to-india-cost-nepal-rs-640m-in-lost-earnings,"Nepal exports 2,260 tonnes less tea, loses Rs 640m in FY2025/26",,2026-08-11T10:35:02+00:00
himalayantimes,7347ac8ec3462786,https://thehimalayantimes.com/sports/third-nepal-premier-league-set-for-october-26-november-21,Third Nepal Premier League set for October 26-November 21,,2026-08-09T06:55:13+00:00
himalayantimes,74d255df6dcae39c,https://thehimalayantimes.com/business/superbrands-nepal-launched-to-recognise-and-elevate-brand-excellence-in-nepal,Superbrands Nepal launched to recognise and elevate brand excellence in Nepal,,2026-08-12T10:44:00+00:00
himalayantimes,7964677bcc37a9d1,https://thehimalayantimes.com/business/fm-wagle-pushes-nrb-act-overhaul-to-strengthen-central-bank-accountability,FM Wagle pushes NRB Act overhaul to strengthen central bank accountability,,2026-08-11T10:35:02+00:00
himalayantimes,7e3e60de95bf6ef7,https://thehimalayantimes.com/business/gold-soars-rs-12200-per-tola-in-two-days-nears-rs-3-lakh-mark,"Gold soars Rs 12,200 per tola in two days, nears Rs 3 lakh mark",,2026-08-09T06:55:13+00:00
himalayantimes,7eb21aba18bebfa9,https://thehimalayantimes.com/business/byd-nepal-launches-nationwide-customer-care-campaign,BYD Nepal launches nationwide customer care campaign,,2026-08-11T10:35:02+00:00
himalayantimes,84581909cdec0498,https://thehimalayantimes.com/nepal/the-first-few-hours-can-decide-a-snakebite-victims-fate-in-nepal,The first few hours can decide a snakebite victim's fate in Nepal,,2026-08-09T06:55:13+00:00
himalayantimes,8c324814a0b5ffae,https://thehimalayantimes.com/business/bhendetar-skywalk-draws-growing-crowds-boosts-tourism-in-eastern-nepal,"Bhendetar Skywalk draws growing crowds, boosts tourism in eastern Nepal",,2026-08-11T10:35:02+00:00
himalayantimes,8ec1285c775488d1,https://thehimalayantimes.com/business/chitwan-tourism-sees-monsoon-boost-as-two-day-weekend-drives-travel,Chitwan tourism sees monsoon boost as two-day weekend drives travel,,2026-08-09T06:55:13+00:00
himalayantimes,9027608fbadf8f2b,https://thehimalayantimes.com/business/standard-chartered-fiu-nepal-hold-workshop-to-strengthen-anti-money-laundering-compliance,"Standard Chartered, FIU-Nepal hold workshop to strengthen anti-money laundering compliance",,2026-08-09T06:55:13+00:00
himalayantimes,90dc19c62e775009,https://thehimalayantimes.com/business/nabil-bank-wins-three-euromoney-awards-named-nepals-best-bank,"Nabil Bank wins three Euromoney Awards, named Nepal's Best Bank",,2026-08-10T10:24:28+00:00
himalayantimes,9a40c260499e9d91,https://thehimalayantimes.com/business/rautahat-checks-17-lpg-dealers-as-gas-shortage-deepens,Rautahat checks 17 LPG dealers as gas shortage deepens,,2026-08-10T10:24:28+00:00
himalayantimes,a0ff72efaf84facc,https://thehimalayantimes.com/business/gold-price-drops-rs-1000-per-tola-silver-edges-up,"Gold price drops Rs 1,000 per tola; silver edges up",,2026-08-10T10:24:28+00:00
himalayantimes,a18c73484339d973,https://thehimalayantimes.com/business/british-model-college-records-94-pass-rate-in-cambridge-a-level-exams,British Model College records 94% pass rate in Cambridge A Level exams,,2026-08-18T10:04:23+00:00
himalayantimes,a5d68b62109fe364,https://thehimalayantimes.com/business/53-brands-bring-new-vehicles-to-nepal-mobility-expo-2026,53 brands bring new vehicles to Nepal Mobility Expo 2026,,2026-08-12T10:44:00+00:00
himalayantimes,ac2fb02045b78890,https://thehimalayantimes.com/business/we-are-transitioning-from-dependency-to-mutual-economic-partnerships,'We are transitioning from dependency to mutual economic partnerships',,2026-08-10T10:24:28+00:00
himalayantimes,b4559692920c3627,https://thehimalayantimes.com/opinion/my-malaka-adversaries-you-do-not-need-meditation-to-awaken-awareness,My Malaka Adversaries: You do not need meditation to awaken awareness,,2026-08-09T06:55:13+00:00
himalayantimes,b5b10dd6425d2373,https://thehimalayantimes.com/business/global-ime-bank-offers-auto-loans-at-525-interest,Global IME Bank offers auto loans at 5.25% interest,,2026-08-12T10:44:00+00:00
himalayantimes,bd45b24217aca47d,https://thehimalayantimes.com/business/what-makes-a-superbrand-understanding-the-global-benchmark-for-brand-excellence,What makes a Superbrand? Understanding the global benchmark for brand excellence,,2026-08-11T10:35:02+00:00
himalayantimes,c2251be3f525197c,https://thehimalayantimes.com/business/nepal-telecoms-net-profit-rises-476-to-rs-886-billion,Nepal Telecom's net profit rises 47.6% to Rs 8.86 billion,,2026-08-17T10:16:15+00:00
himalayantimes,c704d03e9424a5f0,https://thehimalayantimes.com/business/golchha-organisation-marks-founders-day-with-nationwide-csr-drives,Golchha Organisation marks Founder's Day with nationwide CSR drives,,2026-08-10T10:24:28+00:00
himalayantimes,cd1e3db9b7b67fbe,https://thehimalayantimes.com/business/byd-unveils-new-generation-atto-series-in-nepal,BYD unveils new-generation ATTO series in Nepal,,2026-08-12T10:44:00+00:00
himalayantimes,cd99459207e759ef,https://thehimalayantimes.com/business/dont-scare-away-the-investors-nepal-needs,Don't scare away the investors Nepal needs,,2026-08-10T10:24:28+00:00
himalayantimes,d23c98ea8ab578b3,https://thehimalayantimes.com/business/pm-shah-pledges-support-for-garment-industry-orders-formation-of-development-council,"PM Shah pledges support for garment industry, orders formation of development council",,2026-08-09T06:55:13+00:00
himalayantimes,d6bdbc5eba9f954d,https://thehimalayantimes.com/business/gold-price-rises-rs-3600-per-tola,"Gold price rises Rs 3,600 per tola",,2026-08-17T10:16:15+00:00
himalayantimes,d8253c5d9213284a,https://thehimalayantimes.com/business/once-a-major-tyre-maker-gorkhakali-rubber-industry-studied-for-revival,"Once a major tyre maker, Gorakhkali Rubber Industry studied for revival",,2026-08-17T10:16:15+00:00
himalayantimes,d8b70276d1d41d95,https://thehimalayantimes.com/business/proton-launches-emas-5-electric-suv-in-nepal-introductory-price-starts-at-rs-2999-million,"Proton launches e.MAS 5 electric SUV in Nepal, introductory price starts at Rs 2.999 million",,2026-08-09T06:55:13+00:00
himalayantimes,dcf65c1daac929d2,https://thehimalayantimes.com/business/british-council-to-host-south-asia-english-teaching-conference,British Council to host South Asia English Teaching Conference,,2026-08-09T06:55:13+00:00
himalayantimes,dddc872003b79530,https://thehimalayantimes.com/business/ather-nepal-unveils-450x-overtones-with-new-smart-riding-features,Ather Nepal unveils 450X Overtones with new smart riding features,,2026-08-12T10:44:00+00:00
himalayantimes,ea3355d2bedc6b1f,https://thehimalayantimes.com/business/cdsc-to-suspend-mero-share-services-for-accounts-with-unpaid-annual-fees,CDSC to suspend Mero Share services for accounts with unpaid annual fees,,2026-08-09T06:55:13+00:00
himalayantimes,ea6072f25cf8227e,https://thehimalayantimes.com/business/ginger-is-paying-better-and-ilam-farmers-are-planting-more,"Ginger is paying better, and Ilam farmers are planting more",,2026-08-10T10:24:28+00:00
himalayantimes,ec63e689ed65b9ee,https://thehimalayantimes.com/business/ncell-launches-business-cloudsuite-with-web-hosting-domain-services,"Ncell launches Business Cloudsuite with web hosting, domain services",,2026-08-14T10:40:26+00:00
himalayantimes,f18bde3d087f3518,https://thehimalayantimes.com/business/nada-auto-show-to-feature-200-stalls-at-bhrikutimandap,NADA Auto Show to feature 200 stalls at Bhrikutimandap,,2026-08-11T10:35:02+00:00
himalayantimes,f2782460424e9b17,https://thehimalayantimes.com/business/gold-falls-rs-5800-silver-rs-155-on-friday,"Gold falls Rs 5,800, silver Rs 155 on Friday",,2026-08-09T06:55:13+00:00
himalayantimes,f732df089df90e9d,https://thehimalayantimes.com/business/2431-firms-penalised-in-gandaki-for-illegal-weighing-practices-in-fy-208283,"2,431 firms penalised in Gandaki for illegal weighing practices in FY 2082/83",,2026-08-09T06:55:13+00:00
himalayantimes,fec48ed681409059,https://thehimalayantimes.com/business/gold-price-jumps-rs-6400-to-rs-307900-per-tola,"Gold price jumps Rs 6,400 to Rs 307,900 per tola",,2026-08-11T10:35:02+00:00
merolagani,11fecdf75e5a4702,https://merolagani.com/NewsDetail.aspx?newsID=129440,"डिजिटल भुक्तानीमा गम्भीर जोखिम: केवाईसी प्रमाणित नगरी सेवा दिँदै वालेट कम्पनी, राष्ट्र बैंकले बढायो निगरानी",,2026-08-09T06:55:10+00:00
sharesansar,09172dc0b9b874b9,https://www.sharesansar.com/newsdetail/gumukhola-bhyakure-hydropower-appoints-rbb-merchant-banking-as-ipo-issue-and-sales-manager-2026-08-09,Gumukhola Bhyakure Hydropower Appoints RBB Merchant Banking as IPO Issue and Sales Manager,2026-08-09,2026-08-09T06:55:08+00:00
sharesansar,096dced82c991f8f,https://www.sharesansar.com/newsdetail/government-foreign-employment-agencies-agree-to-address-15-demands-within-45-days-2026-08-17,"Government, Foreign Employment Agencies Agree to Address 15 Demands Within 45 Days",2026-08-17,2026-08-17T10:16:09+00:00
sharesansar,0dec13d713fb6c41,https://www.sharesansar.com/newsdetail/mandu-hydropower-calls-agm-on-bhadra-18-to-endorse-dividend-when-is-the-book-closure-date-2026-08-13,Mandu Hydropower Calls AGM on Bhadra 18 to Endorse Dividend; When is the Book Closure Date?,2026-08-13,2026-08-13T10:45:11+00:00
sharesansar,0f6762fc6db06143,https://www.sharesansar.com/newsdetail/gold-surges-to-rs-307900-per-tola-silver-climbs-to-rs-4780-2026-08-11,"Gold Surges to Rs. 307,900 Per Tola; Silver Climbs to Rs. 4,780",2026-08-11,2026-08-11T10:34:57+00:00
sharesansar,0ff933a9793de74e,https://www.sharesansar.com/newsdetail/nmb50-proposes-315-nmbhf2-45-and-nsif2-10-cash-dividend-when-is-the-book-closure-2026-08-17,"NMB50 Proposes 3.15%, NMBHF2 4.5% and NSIF2 10% Cash Dividend; When is the Book Closure?",2026-08-17,2026-08-17T10:16:09+00:00
sharesansar,12bec66f4de33b4b,https://www.sharesansar.com/newsdetail/chilime-hydropower-records-rs-72-crore-q4-profit-as-revenue-grows-372-2026-08-11,Chilime Hydropower Records Rs. 72 Crore Q4 Profit as Revenue Grows 3.72%,2026-08-11,2026-08-11T10:34:57+00:00
sharesansar,17c7e76fb64eb38a,https://www.sharesansar.com/newsdetail/mahalaxmi-bikas-bank-launches-nursing-care-and-day-care-facility-for-women-employees-2026-08-09,Mahalaxmi Bikas Bank Launches Nursing Care and Day Care Facility for Women Employees,2026-08-09,2026-08-09T06:55:08+00:00
sharesansar,1a6c6614642f02fa,https://www.sharesansar.com/newsdetail/best-finance-launches-green-savings-scheme-plants-600-trees-in-lalitpur-2026-08-11,"Best Finance Launches Green Savings Scheme, Plants 600 Trees in Lalitpur",2026-08-11,2026-08-11T14:35:25+00:00
sharesansar,20fa720dfd5c5cf7,https://www.sharesansar.com/newsdetail/nerude-mirmire-laghubitta-swings-to-rs-2359-crore-profit-in-q4-fy-208283-2026-08-10,Nerude Mirmire Laghubitta Swings to Rs. 23.59 Crore Profit in Q4 FY 2082/83,2026-08-10,2026-08-10T10:24:22+00:00
sharesansar,21711026b225776e,https://www.sharesansar.com/newsdetail/dhanusha-distillery-to-offer-shares-to-public-appoints-muktinath-capital-2026-08-14,"Dhanusha Distillery to Offer Shares to Public, Appoints Muktinath Capital",2026-08-14,2026-08-14T10:40:21+00:00
sharesansar,2838411f67de7dca,https://www.sharesansar.com/newsdetail/gemini-recycle-to-issue-10-lakhs-ipo-shares-at-npr-190-npr-90-premium-2026-08-18,Gemini Recycle to Issue 10 Lakhs IPO Shares at NPR 190 (NPR 90 Premium),2026-08-18,2026-08-18T14:04:43+00:00
sharesansar,2880b71fd23be25e,https://www.sharesansar.com/newsdetail/lock-in-period-of-281250-units-of-palpa-cements-industries-limited-shares-held-by-mutual-funds-to-expire-on-28th-bhadra-2026-08-11,"Lock-in Period of 2,81,250 Units of Palpa Cements Industries Limited Shares Held by Mutual Funds to Expire on 28th Bhadra",2026-08-11,2026-08-11T14:35:25+00:00
sharesansar,28e8218f0ccc32d6,https://www.sharesansar.com/newsdetail/greenply-nepal-to-issue-1640-lakhs-shares-in-upcoming-ipo-2026-08-09,Greenply Nepal to Issue 16.40 Lakhs Shares in Upcoming IPO,2026-08-09,2026-08-09T06:55:08+00:00
sharesansar,2b4264742f598fb0,https://www.sharesansar.com/newsdetail/ipo-shares-of-sarvottam-paints-industries-limited-listed-on-nepse-2026-08-12,IPO Shares of Sarvottam Paints Industries Limited Listed on NEPSE,2026-08-12,2026-08-12T10:43:55+00:00
sharesansar,31ba78a429e9112f,https://www.sharesansar.com/newsdetail/nepse-launches-after-market-orders-on-tms-2026-08-14,NEPSE Launches After Market Orders on TMS,2026-08-14,2026-08-14T10:40:21+00:00
sharesansar,3583c389d72a78e8,https://www.sharesansar.com/newsdetail/nepals-development-banks-net-profit-surges-5698-to-npr-942-arba-in-q4-208283-garima-bikas-bank-leads-earnings-2026-08-17,Nepal’s Development Banks’ Net Profit Surges 56.98% to NPR 9.42 Arba in Q4 2082/83; Garima Bikas Bank Leads Earnings,2026-08-17,2026-08-17T10:16:09+00:00
sharesansar,3902d8efef8728ac,https://www.sharesansar.com/newsdetail/nepse-falls-737-points-today-as-turnover-reaches-npr-427-arba-2026-08-14,NEPSE Falls 7.37 Points Today as Turnover Reaches NPR 4.27 Arba,2026-08-14,2026-08-14T10:40:21+00:00
sharesansar,3d7642b4d2a858a8,https://www.sharesansar.com/newsdetail/the-million-rupee-receipt-how-a-simple-lottery-could-hand-nepals-government-billions-in-missing-taxes-2026-08-13,The Million Rupee Receipt: How a Simple Lottery Could Hand Nepal’s Government Billions in Missing Taxes,2026-08-13,2026-08-13T14:36:52+00:00
sharesansar,4355c991fd65b4c6,https://www.sharesansar.com/newsdetail/kumari-bank-is-auctioning-320948-units-promoter-shares-from-today-2026-08-09,"Kumari Bank is Auctioning 3,20,948 Units Promoter Shares from Today",2026-08-09,2026-08-09T06:55:08+00:00
sharesansar,46979363e3dd2ba0,https://www.sharesansar.com/newsdetail/naima-nepal-mobility-expo-2026-concludes-with-over-180000-visitors-and-53-new-product-launches-2026-08-17,"NAIMA Nepal Mobility Expo 2026 Concludes with Over 180,000 Visitors and 53 New Product Launches",2026-08-17,2026-08-17T10:16:09+00:00
sharesansar,46c5127ae77f9464,https://www.sharesansar.com/newsdetail/manpower-agencies-shut-down-nationwide-as-dispute-with-government-remains-unresolved-2026-08-17,Manpower Agencies Shut Down Nationwide as Dispute with Government Remains Unresolved,2026-08-17,2026-08-17T10:16:09+00:00
sharesansar,4905d693fc9db532,https://www.sharesansar.com/newsdetail/proton-emas-5-emerges-as-major-attraction-at-naima-nepal-mobility-expo-2026-2026-08-12,Proton e.MAS 5 Emerges as Major Attraction at NAIMA Nepal Mobility Expo 2026,2026-08-12,2026-08-12T10:43:55+00:00
sharesansar,49ecfc747360b6ab,https://www.sharesansar.com/newsdetail/nepse-slips-2-01-points-as-trading-sector-drags-market-down-rsml-leads-turnover-at-rs-138-arba-2026-08-17,NEPSE Slips 2 .01 Points as Trading Sector Drags Market Down; RSML Leads Turnover at Rs 1.38 Arba,2026-08-17,2026-08-17T14:00:32+00:00
sharesansar,4e0c6fd3e5e224a1,https://www.sharesansar.com/newsdetail/yadea-launches-gs70-gt70-and-gt80-electric-scooters-in-nepal-2026-08-09,"YADEA Launches GS70, GT70 and GT80 Electric Scooters in Nepal",2026-08-09,2026-08-09T06:55:08+00:00
sharesansar,519a7b9a4f502110,https://www.sharesansar.com/newsdetail/muktinath-bikas-bank-offers-auto-loans-at-base-rate-for-naima-expo-2026-2026-08-11,Muktinath Bikas Bank Offers Auto Loans at Base Rate for Naima Expo 2026,2026-08-11,2026-08-11T14:35:25+00:00
sharesansar,5608fb20c0faff68,https://www.sharesansar.com/newsdetail/108-companies-awaiting-ipo-approval-pipeline-amount-reaches-more-than-rs-70-arba-2026-08-18,108 Companies Awaiting IPO Approval; Pipeline Amount Reaches More Than Rs. 70 Arba,2026-08-18,2026-08-18T10:04:17+00:00
sharesansar,56c052d2ccf1dd7c,https://www.sharesansar.com/newsdetail/nimb-smart-telecom-case-raises-questions-over-police-and-nrbs-banking-jurisdiction-2026-08-11,NIMB-Smart Telecom Case Raises Questions Over Police and NRB’s Banking Jurisdiction,2026-08-11,2026-08-11T14:35:25+00:00
sharesansar,58d202d1c2a82fdb,https://www.sharesansar.com/newsdetail/byd-opens-authorized-service-centre-in-pokhara-strengthening-ev-support-network-2026-08-09,"BYD Opens Authorized Service Centre in Pokhara, Strengthening EV Support Network",2026-08-09,2026-08-09T06:55:08+00:00
sharesansar,5915fc3e618f4c77,https://www.sharesansar.com/newsdetail/nepse-index-loses-for-third-consecutive-day-only-one-sector-closes-at-green-2026-08-18,NEPSE Index Loses For Third Consecutive Day; Only One Sector Closes at Green,2026-08-18,2026-08-18T10:04:17+00:00
sharesansar,5fa6335faa171353,https://www.sharesansar.com/newsdetail/manish-kumar-chandna-elected-chairman-of-nepal-sbi-bank-2026-08-18,Manish Kumar Chandna Elected Chairman of Nepal SBI Bank,2026-08-18,2026-08-18T10:04:17+00:00
sharesansar,62056cb60debfce9,https://www.sharesansar.com/newsdetail/reliance-spinning-mills-revenue-from-operation-increased-to-1046-arba-net-profit-stands-rs-3990-crore-2026-08-13,Reliance Spinning Mills’ Revenue From Operation Increased To 10.46 Arba; Net Profit Stands Rs 39.90 Crore,2026-08-13,2026-08-13T10:45:11+00:00
sharesansar,63cbcec0161ae8af,https://www.sharesansar.com/newsdetail/citizen-investment-trust-members-to-get-health-care-discounts-at-manakamana-hospital-2026-08-11,Citizen Investment Trust Members to Get Health Care Discounts at Manakamana Hospital,2026-08-11,2026-08-11T14:35:25+00:00
sharesansar,64bf8c6e3b049cc6,https://www.sharesansar.com/newsdetail/dhangadhi-transport-office-collects-over-rs-775-million-in-revenue-2026-08-13,Dhangadhi Transport Office Collects Over Rs 775 Million in Revenue,2026-08-13,2026-08-13T10:45:11+00:00
sharesansar,680b8185056aea37,https://www.sharesansar.com/newsdetail/icra-nepal-places-hotel-sabrinas-b-rating-on-notice-of-withdrawal-2026-08-11,ICRA Nepal Places Hotel Sabrina’s B Rating on Notice of Withdrawal,2026-08-11,2026-08-11T14:35:25+00:00
sharesansar,6a1e0bf152f828f6,https://www.sharesansar.com/newsdetail/hidcl-profitable-by-rs-6793-crore-in-q4-equity-investment-rises-to-rs-446-arba-2026-08-18,HIDCL Profitable by Rs. 67.93 Crore in Q4; Equity Investment Rises to Rs. 4.46 Arba,2026-08-18,2026-08-18T10:04:17+00:00
sharesansar,6a8af42c3177eca2,https://www.sharesansar.com/newsdetail/government-must-focus-on-mobility-industry-to-boost-growth-says-cni-chief-2026-08-11,"Government Must Focus on Mobility Industry to Boost Growth, Says CNI Chief",2026-08-11,2026-08-11T10:34:57+00:00
sharesansar,714efb333c72fdfc,https://www.sharesansar.com/newsdetail/kumari-bank-hands-over-npr-1-million-insurance-claim-at-gadhwa-branch-2026-08-13,Kumari Bank Hands Over NPR 1 Million Insurance Claim at Gadhwa Branch,2026-08-13,2026-08-13T10:45:11+00:00
sharesansar,7435a6a3234dea8d,https://www.sharesansar.com/newsdetail/nepal-rastra-bank-to-raise-rs-20-billion-through-35-day-deposit-collection-instrument-2026-08-14,Nepal Rastra Bank to Raise Rs. 20 Billion Through 35-Day Deposit Collection Instrument,2026-08-14,2026-08-14T10:40:21+00:00
